accelerometer_mean,accelerometer_min,accelerometer_max,accelerometer_std,gyroscope_mean,gyroscope_min,gyroscope_max,gyroscope_std,sound_mean,sound_min,sound_max,sound_std,target
9.7338586,9.322478,1.2214198,0.136865673,0.6972635,0.26486487,0.148554589,0.5534377,84.38232736,84.2788637,84.49376835,0.15761358,Still
9.87533518,7.43248534,12.13672291,0.78263449,0.81169262,0.81169262,0.81169262,0.1487157,85.89417316,85.89417316,85.89417316,0.427768714,Bus
9.395328146,6.3417524,1.9868351,1.242317396,0.244124974,0.42871,0.7254399,0.2234337,89.77665269,89.77665269,89.77665269,0.16555672,Bus
9.6689965,4.853963149,15.96645755,3.59754745,1.429345767,0.383322389,3.176449465,0.8158911,89.68884415,89.68884415,89.68884415,0.7617428,Walking
9.857332935,9.419976282,1.543879,0.2597248,0.1613412,0.43921976,0.51573138,0.15963634,76.3341367,76.3341367,76.3341367,1.837346579,Car
9.774353262,8.59287671,11.8426933,0.67952664,,,,,72.58273,72.58273,72.58273,1.161554693,Car
1.526354,8.3963682,12.5687994,0.84331638,,,,,76.3777829,76.3777829,76.3777829,2.261167,Car
9.844261111,9.65153732,1.133233,0.687311,0.5642916,0.11845117,0.137367282,0.7215154,82.87465646,82.87465646,82.87465646,6.38256698,Still
9.66524791,8.7382628,1.944273,0.49674763,0.69794695,0.16184577,0.262437977,0.5521229,89.78594798,89.78594798,89.78594798,0.14161619,Bus
9.735955275,8.6535775,1.8234229,0.34393818,0.12775643,,0.1364839,0.179962,,,,,Train
9.779897,9.31464192,1.6247928,0.4448214,0.641569,0.27491254,0.14796895,0.393149,,,,,Car
9.594837328,8.848495489,1.812574,0.599259223,0.78184,0.8531955,0.191231755,0.5275847,89.76678316,89.76678316,89.76678316,0.339147,Car
9.51316727,5.257488264,1.5885283,1.34435493,0.862295852,0.16228452,1.4814956,0.6932461,76.7446273,64.46472546,87.6842,16.4186479,Train
9.77512311,9.37952297,9.97651634,0.17822575,,,,,81.151877,81.151877,81.151877,1.6611253,Car
1.4136235,3.324387457,14.6853558,4.3183533,0.597423225,0.339193499,0.912421217,0.1674564,77.22112489,77.22112489,77.22112489,,Walking
9.838481443,9.797789128,9.86491287,0.14757713,0.242367,0.1727788,0.2992616,0.498915,36.6517825,36.6517825,36.6517825,8.86149152,Still
1.17756166,4.59513111,17.6366967,3.55127962,,,,,,,,,Walking
9.99887942,9.29527643,11.1463818,0.38261637,0.33283415,0.37557181,0.4852468,0.15573873,8.81441967,8.81441967,8.81441967,3.9475569,Car
9.6875213,9.4922346,9.74929688,0.84272536,0.14152,0.3246969,0.19928761,0.4946974,89.75916185,89.75916185,89.75916185,0.764274,Train
9.26355993,8.712176959,9.963264271,0.36196582,0.44781623,0.31824417,0.544165852,0.116563738,74.1786172,74.1786172,74.1786172,0.149747512,Bus
9.81447747,9.7849328,9.852852489,0.16184299,0.162582,,0.3195794,0.731446,,,,,Still
9.9182793,5.371976586,15.8821414,3.43889458,0.55988925,0.16539867,1.1856658,0.2598918,79.3351763,78.58837851,8.7265674,1.49543199,Walking
1.56679397,1.3584333,1.92487192,0.11972896,0.77759254,0.5653392,0.12619327,0.111353,7.26967913,7.26967913,7.26967913,2.721671465,Train
9.69999171,9.1676441,1.17894196,0.28255736,0.216969294,0.3665192,0.918277366,0.286568513,69.72577522,69.72577522,69.72577522,3.65398291,Train
9.97395776,9.14687135,1.8577768,0.53264694,0.28825899,0.23984555,1.391212531,0.32894656,86.1743458,86.1743458,86.1743458,0.8412688,Car
9.83426598,8.871522,1.3579673,0.18285793,0.1555262,0.6348298,0.14762226,0.5949546,48.38395677,45.6662457,51.1188897,3.843736577,Still
1.39798234,2.866489254,15.5441467,4.6754616,0.67422461,0.15379978,1.322598287,0.378769338,78.19539829,78.19539829,78.19539829,3.6644161,Walking
1.264399,9.988291298,1.68756,0.24958957,0.14269354,0.4152466,0.38842875,0.95521,89.768565,89.768565,89.768565,0.2955571,Walking
1.734376,9.99675768,1.1793427,0.1854551,0.6786161,0.134711,0.1253932,0.325948,89.7825693,89.7825693,89.7825693,0.199469,Still
9.957584852,9.7855779,1.22291748,0.118743446,0.894892,0.269354,0.1368357,0.3526996,75.86742498,75.86742498,75.86742498,7.944628,Car
9.79716475,9.483456442,1.1273572,0.97744994,0.17723876,0.7917718,0.3786639,0.8971763,81.12131859,81.12131859,81.12131859,1.464632749,Bus
9.6674338,8.975849898,9.91972554,0.22987645,0.517346,0.7339287,0.212623,0.4825481,86.7794832,86.7794832,86.7794832,,Bus
9.76464535,9.692248713,9.868823552,0.453991,,,,,42.79758173,42.79758173,42.79758173,1.833299599,Still
9.59481811,9.572264648,9.614398721,0.14717576,0.947974,0.292145,0.18378652,0.4111829,78.95259495,78.95259495,78.95259495,0.4187966,Train
9.85328551,9.7977746,9.894212993,0.18352382,0.1921944,0.1727788,0.211699,0.274578,,,,,Still
9.839897474,9.82732677,9.856143963,0.85783,0.4488155,0.44512,0.4571297,0.117581,38.6899692,38.6899692,38.6899692,0.11167313,Still
9.967466982,5.54984793,15.15981651,2.946476617,,,,,,,,,Walking
9.86899978,9.818871319,9.958427796,0.2986618,0.7325181,0.1727788,0.12987173,0.2328788,73.957867,73.957867,73.957867,4.334382782,Train
1.8271538,6.18483122,18.367974,3.692749,1.415227361,0.544917299,2.8662125,0.72288988,88.62566664,88.62566664,88.62566664,,Walking
11.639823,1.1266979,17.37334377,3.765855991,0.169647932,0.5411593,0.31526471,0.132991322,,,,,Car
1.85223,8.9964578,1.6883336,0.214622287,0.18293768,0.8784396,1.36725,0.227895858,,,,,Bus
9.67138858,9.39389159,1.1794124,0.276134379,0.76189945,0.25334342,0.1866983,0.44349176,8.46916475,8.46916475,8.46916475,2.775781,Train
9.6863244,9.5565,1.138233,0.259982619,0.92549215,0.4238718,0.197488839,0.4346853,86.7794832,86.7794832,86.7794832,,Bus
9.55812114,8.9152551,1.4683739,0.35882324,0.15524536,0.371817,0.51847226,0.97215378,86.7794832,86.7794832,86.7794832,,Bus
9.889385172,9.2928384,1.92253112,0.223594599,0.151543752,0.3195794,0.932354,0.166531173,,,,,Bus
9.745221,8.76288551,1.9299297,0.558991829,0.3493932,0.464338,0.5777343,0.17673314,79.9216915,79.9216915,79.9216915,4.29958861,Train
1.1997797,8.26892566,12.9116941,0.721436978,,,,,78.87737947,74.8345968,82.9269925,5.718117679,Bus
9.835557,8.86148793,11.41455446,0.599742854,0.2498772,0.4881655,0.61472313,0.16927436,84.77797584,84.77797584,84.77797584,0.498441,Car
9.8296525,8.34597485,1.91614417,0.763368574,0.3247425,0.178998,0.76818524,0.12213653,89.8238795,89.8238795,89.8238795,0.12531351,Car
9.854345334,8.14818436,1.578463,0.467372547,0.433389138,0.31833411,0.9647397,0.246723979,,,,,Car
9.748928559,9.72544236,9.77327669,0.13144248,0.5746187,0.1727788,0.1371389,0.413987,68.383451,68.383451,68.383451,0.22922515,Train
9.8294827,9.81173262,9.846669387,0.182385,0.1737578,0.165265,0.31323,0.572299,44.29687696,44.29687696,44.29687696,0.49571731,Still
9.65613468,9.492579537,9.864472752,0.12396486,0.2523182,0.16828577,0.3235941,0.4576981,89.63887999,89.63887999,89.63887999,1.749127283,Train
1.16729,9.6922374,1.42346271,0.2242565,0.17222479,0.3164645,0.38937249,0.8874256,89.75633745,89.75633745,89.75633745,0.122969183,Train
9.86513637,8.79656714,11.915145,0.321168453,0.116318796,0.41538835,0.264582937,0.1186521,46.5675927,46.5675927,46.5675927,1.487858667,Still
9.11715661,4.277544438,13.8888788,3.75823627,0.784587615,0.361411,1.843577661,0.352484872,82.5983715,82.5983715,82.5983715,,Walking
9.688199915,9.382193166,1.3468274,0.235855949,0.22312511,0.237153,0.599947,0.1582875,89.756924,89.756924,89.756924,0.1572266,Train
9.72829279,9.111534979,1.1546833,0.216143,,,,,,,,,Train
9.7134861,9.24181339,1.1727326,0.264981188,0.1868832,0.31323,0.4747342,0.11341445,85.4465887,85.4465887,85.4465887,3.9475569,Car
1.68314936,2.27763357,14.429913,4.189774419,0.681799374,0.88839386,1.196585763,0.254491127,76.87586397,76.87586397,76.87586397,,Walking
9.6452399,9.443512334,9.89582361,0.1452418,0.334758,0.11719128,0.5442751,0.11944718,89.71471238,89.71471238,89.71471238,2.76369549,Train
9.929466798,9.8984144,9.942762233,0.1482354,0.2329499,0.459838,0.14116596,0.2564599,89.89477656,89.89477656,89.89477656,2.99441427,Still
9.79799729,8.52632175,11.73483332,0.76944448,0.582261,0.115986,0.15847838,0.2519251,82.767442,82.767442,82.767442,3.895242,Car
9.8751587,9.735514655,1.23866153,0.14564755,0.1415696,0.23824,0.2394383,0.5758912,66.8721116,66.8721116,66.8721116,4.1299749,Car
9.645295895,8.721731275,1.34887589,0.3655284,0.346197,0.27387864,0.38644296,0.626893,81.5857245,81.5857245,81.5857245,8.75983273,Car
9.569375356,6.542166291,11.2227376,1.3633574,0.24612362,0.585363,0.6189315,0.1478728,,,,,Car
9.814259,9.79124524,9.815123428,0.6942474,0.4972911,0.1727788,0.8894332,0.2969914,57.83292423,55.28352265,6.38232581,3.65398291,Train
9.7521274,9.12242774,9.18734221,0.764763,0.6952549,0.2584141,0.144649773,0.4814495,6.2599913,6.2599913,6.2599913,,Walking
1.8625356,7.92387897,12.4579993,1.2312794,,,,,8.945,79.96431465,8.5368626,0.63195273,Car
1.7592541,6.23364315,19.4636573,3.4659686,1.36239755,0.239254799,2.929613384,0.84851181,89.75661993,89.75661993,89.75661993,0.376528,Walking
9.55562482,8.813771491,1.2597495,0.453394151,0.993677,0.33392918,0.2437999,0.46473481,89.74785872,89.74785872,89.74785872,0.14563849,Bus
9.51732531,8.891984491,1.8869189,0.368716912,0.28952,0.5266935,0.85629548,0.1754787,89.77552531,89.77552531,89.77552531,0.18753759,Train
9.762669885,7.98992856,11.9419238,0.793424573,,,,,7.42799256,7.42799256,7.42799256,2.84844393,Bus
9.831355746,9.816834291,9.865245275,0.12113318,0.3665192,0.3665192,0.3665192,0.1367,,,,,Still
9.74969659,9.386199162,1.5475995,0.133471854,0.51441693,0.3347157,0.7253623,0.29832179,8.8273525,8.47285,81.61397246,1.112451792,Still
9.638291623,9.598675718,9.653934834,0.174275,0.7226562,0.267985,0.14147572,0.34468,51.82129214,51.82129214,51.82129214,1.7559437,Still
9.63443722,9.54822266,9.63594566,0.2451169,0.7892481,0.26135,0.1517819,0.325981,89.4983566,89.4983566,89.4983566,0.186592981,Bus
9.637237124,9.621416683,9.654971655,0.1428681,0.7338386,0.2865485,0.1459882,0.3681847,56.63739549,56.63739549,56.63739549,0.4319637,Still
9.7263161,8.12681262,11.8256879,0.55349659,,,,,81.3712351,8.97194317,81.7751785,0.564677572,Car
9.814991454,9.77182228,9.853374115,0.1488953,0.1826742,,0.4519535,0.891,,,,,Still
9.917612194,6.58692579,12.5354796,1.1597187,,,,,53.44195716,53.44195716,53.44195716,1.4113889,Walking
9.6351743,9.5368163,9.71174385,0.6195336,0.6881386,0.172122,0.16318681,0.326785,89.1597721,89.1597721,89.1597721,0.764274,Train
9.8547384,9.825466462,9.91319158,0.15356591,0.2443349,0.165265,0.353383,0.796477,,,,,Still
9.8717413,9.35815753,1.9685744,0.19548467,0.18748567,0.1159353,0.3287347,0.12232845,78.5528288,78.5528288,78.5528288,4.773395921,Still
9.9447948,9.921724471,9.994371834,0.18698237,0.1825153,0.2727655,0.35154783,0.64919,88.9428541,88.9428541,88.9428541,4.271333189,Still
9.77912285,9.6313889,1.5359377,0.43353212,0.18381875,0.536488,0.3743737,0.7343491,,,,,Car
9.61145689,8.24622152,9.563967339,0.451772843,0.4541286,0.2782591,0.992891,0.27367264,72.5595998,72.5595998,72.5595998,,Bus
9.687629365,9.64931486,9.71431499,0.1957517,0.2578133,0.59264,0.93572421,0.23668451,83.926844,83.926844,83.926844,,Bus
1.3932931,7.756716321,13.242225,1.568457695,0.213294796,0.243649,0.64816628,0.14247299,89.75916185,89.75916185,89.75916185,0.34126474,Bus
9.758661164,7.674267635,1.66757625,0.6661132,0.5616162,0.1632858,0.98637864,0.2934683,89.79776399,89.79776399,89.79776399,0.39874525,Car
9.787216418,9.48245293,1.7567,0.156772593,0.1486513,0.269354,0.373682,0.698576,,,,,Bus
1.56998355,1.36577273,1.7872918,0.15575977,0.7647296,0.6424837,0.95412778,0.6218116,69.81981,69.81981,69.81981,0.417732228,Train
9.824716273,9.794226292,9.846625726,0.13447846,0.178257,,0.353383,0.673791,43.16724984,43.16724984,43.16724984,2.32594984,Still
1.5132834,7.937134468,13.323874,1.272517243,0.3571127,0.22797654,0.61555327,0.18311463,82.2382112,82.5964461,82.43579138,0.188792836,Car
1.73141151,6.4828313,13.3738657,2.36534535,1.156111455,0.1695363,2.937873525,0.71868792,89.77721632,89.77721632,89.77721632,0.36932486,Walking
1.67892,9.98335966,1.2492979,0.17162549,0.558483,0.2449214,0.1568713,0.275853,85.65334841,85.65334841,85.65334841,2.27548892,Still
9.975338183,8.826174143,11.2324752,0.512621374,,,,,69.9999252,69.9999252,69.9999252,0.89556339,Car
9.577942215,9.514565533,9.6762535,0.29111,,,,,55.42359,55.42359,55.42359,,Still
9.976832191,8.539911513,11.4633368,0.32393826,0.142567893,0.714611,0.436244987,0.1131642,,,,,Bus
1.1122516,1.894666,1.12812123,0.152439,0.1616884,0.2418843,0.4266388,0.885455,82.51417852,82.51417852,82.51417852,0.13944186,Still
9.829293818,9.467328942,1.145134,0.171652228,0.9782299,0.3985855,0.17665412,0.47868,,,,,Train
9.81179965,9.67411454,9.91913578,0.47772423,0.1581959,0.12813617,0.188832,0.4238882,,,,,Still
11.58855684,7.2863873,17.71365776,3.653327238,1.472278848,0.385548552,3.45875893,0.83282738,89.71726659,89.71726659,89.71726659,0.28176888,Walking
12.2361815,2.736928635,45.51485873,7.43542257,2.49657516,0.45944194,4.542942549,0.988348742,,,,,Walking
9.651695365,9.36124199,9.933439483,0.15482549,0.13765953,0.3179289,0.3734336,0.8639328,89.6851424,89.6851424,89.6851424,,Train
1.1189944,9.74835568,1.3142862,0.15656538,0.3715262,0.5763744,0.17427676,0.29433312,89.76113839,89.76113839,89.76113839,0.2232756,Train
9.45688269,8.99111,1.945595,0.318795267,0.12939749,0.884215,0.4392155,0.12787,88.85963527,88.4731785,89.24616269,0.54663232,Car
1.4617565,9.126198399,13.83531829,1.411249798,0.161379876,0.241271,0.347493953,0.81528371,89.74587916,89.74587916,89.74587916,0.37973,Bus
9.687456452,9.4371631,1.1399759,0.1937126,0.128485831,0.378749,0.342461497,0.75264299,89.7758717,89.7758717,89.7758717,0.14563849,Bus
9.474137665,7.575896964,1.31626366,1.1911367,0.299319438,0.66763995,0.677594777,0.1622478,89.7388561,89.7388561,89.7388561,0.34498713,Bus
9.814459546,9.7744258,9.85775441,0.175833,0.1844844,,0.3985855,0.825712,,,,,Still
9.814997828,8.9525196,1.7764446,0.4264114,0.23566884,0.1119799,0.4531,0.769438,89.75746732,89.75746732,89.75746732,0.81124276,Car
9.6525715,7.67564228,11.8546267,0.777258556,,,,,66.76912987,66.76912987,66.76912987,2.588196,Train
9.45421977,9.429991423,9.469625949,0.1622888,0.7597,0.187635,0.14171645,0.3615582,49.93859296,49.93859296,49.93859296,12.13148841,Still
9.766255341,9.72488193,9.812297319,0.1797991,0.618652,0.618652,0.618652,0.1474689,71.48383756,7.436683,72.5376829,1.489493188,Bus
1.8365659,7.19875785,21.13335841,4.17268736,1.687199622,0.12221871,4.775593316,1.8691498,89.8781494,89.77439778,89.8412329,0.47258991,Walking
9.81366469,9.77186148,9.86119557,0.14769187,0.1578723,,0.3368662,0.73174,,,,,Still
1.3795582,6.341921821,14.4523,2.586247241,1.3584689,0.24345582,3.2819285,0.829629626,89.778971,89.778971,89.778971,0.11399913,Walking
9.815699682,9.646886717,1.3986526,0.8969611,0.14762225,0.14762225,0.14762225,0.7291338,84.2277516,84.2277516,84.2277516,0.61472832,Still
1.14622234,8.85316717,14.7568595,1.5395625,0.89587898,0.89587898,0.89587898,0.448474,,,,,Still
9.815767992,9.74751557,9.879971448,0.3734214,0.529135,0.269354,0.6737324,0.157745,,,,,Train
9.799856876,7.922891,12.463292,1.2432158,,,,,81.31383456,81.31383456,81.31383456,1.25638764,Car
1.439796,7.2376184,13.4441344,1.585429,1.69884122,0.878734296,2.518948145,1.15986335,58.587178,53.49722281,63.6767874,7.19834439,Still
9.878176955,8.1348,14.9265981,2.21674151,1.493735529,0.546327973,3.261556475,0.72812239,89.828238,89.828238,89.828238,0.37869722,Walking
1.25563532,7.358467853,12.99821679,1.224592298,0.22888986,0.5473674,0.77297627,0.1611599,,,,,Car
9.923642984,9.67728778,1.28173916,0.226726982,0.27185528,0.5466758,0.71521251,0.1745448,89.7218556,89.7218556,89.7218556,0.16356472,Car
9.792133135,9.487894834,9.923226284,0.7127358,0.32574784,0.14812695,0.5679442,0.21722791,56.98838828,56.98838828,56.98838828,1.487858667,Still
9.8545719,9.8164918,9.89252154,0.246214,,,,,44.715287,42.4773282,45.6662457,2.254957695,Still
1.18279227,9.683612225,1.52788529,0.26392694,0.312584,0.6525394,0.83769611,0.159387,89.75916185,89.75916185,89.75916185,0.13168384,Train
9.81223271,9.775163736,9.853132322,0.1562456,0.1655687,,0.353383,0.773547,,,,,Still
9.81725995,9.771792436,9.86284879,0.166281,0.1567839,,0.384866,0.818245,,,,,Still
9.33395536,7.6926136,12.281855,1.458795431,0.185667125,0.24353194,0.39923792,0.89923484,89.761733,89.761733,89.761733,,Bus
9.884823111,9.766189717,1.2715759,0.78934939,0.571986,0.1144918,0.1285828,0.314819,86.2981946,83.13582736,89.4639157,4.472142239,Car
9.771922974,9.481676571,1.189117,0.16248459,0.79892279,0.74123913,0.8566646,0.815772,64.1419181,64.1419181,64.1419181,3.53381116,Still
9.26726,7.9914754,9.737229,0.51397255,0.19357328,0.2522135,0.58341362,0.12492986,89.77622968,89.77411588,89.77834348,0.2989366,Train
12.44194552,5.6933225,23.87262144,5.72112988,1.13481,0.73531351,2.965279332,0.66698377,89.75972662,89.75972662,89.75972662,,Walking
9.835389161,9.546827648,1.5563365,0.8478697,0.33747195,0.33747195,0.33747195,0.52178291,5.1299957,5.1299957,5.1299957,0.645317749,Still
1.3357843,3.332162619,17.74366245,4.27221763,1.734293655,0.628764586,3.689165345,1.4248847,73.7228938,73.7228938,73.7228938,,Walking
1.3786994,9.737399,1.39673842,0.196192869,0.3449659,0.787212,0.11343718,0.2272962,89.77945952,89.7656545,89.79326455,0.19523255,Train
1.82738,7.895988818,11.39726128,0.861758484,0.9745876,0.9745876,0.9745876,0.3675611,85.54484746,85.54484746,85.54484746,,Car
9.969948444,9.274689887,1.5155741,0.42118917,0.15823956,0.178528,0.3617217,0.94393,89.79776399,89.79776399,89.79776399,0.39874525,Car
8.889845186,7.2964659,11.2279574,1.147117745,0.733851986,0.4333245,1.953976,0.72527258,16.91968,16.91968,16.91968,8.752192834,Walking
9.2578152,5.73111833,1.9342752,1.235448587,0.11826786,0.3378573,0.56644867,0.135816727,89.75435982,89.75435982,89.75435982,0.25711921,Car
1.8631215,4.31745416,18.82597842,2.987285822,0.93697346,0.69391712,0.1182979,0.34373357,84.99374856,84.99374856,84.99374856,,Car
9.94558317,8.364835917,12.5377815,0.523132144,0.3195821,,0.121729482,0.29164879,,,,,Car
9.5843686,9.55344772,9.682672,0.14927521,0.7461831,0.29589,0.1435899,0.315849,79.31531928,79.31531928,79.31531928,0.4187966,Train
9.85283971,9.79272146,9.919551,0.16481712,0.158791,,0.384866,0.75,,,,,Still
11.66378843,4.14314334,15.164561,3.724226728,1.553621851,0.237858784,3.47714,0.831697229,89.75125121,89.75125121,89.75125121,0.3653485,Walking
1.1396628,9.11155163,11.335752,0.5635473,0.316481337,0.26711383,0.33951973,0.2911228,86.26679688,86.26679688,86.26679688,0.49251563,Car
9.898277253,8.277189669,11.3223544,0.77124652,0.1175584,0.46895842,0.1913266,0.4719717,83.76565475,82.81518742,84.7161229,1.344163799,Car
9.87318991,8.36124747,1.8428686,0.54161813,0.1471743,0.38595857,0.1579263,0.466743,85.24474899,85.24474899,85.24474899,1.25992727,Bus
9.9122684,3.76517925,12.6574257,2.29767535,0.424681444,0.21357841,1.771374796,0.445626223,89.75548995,89.75548995,89.75548995,0.16555672,Bus
1.85852747,8.36326954,13.63561391,1.8839428,1.199992957,0.25866568,2.528172856,0.651334,89.71244133,89.71244133,89.71244133,0.36932486,Walking
1.3442916,3.737961551,34.69332781,3.2979592,2.123346494,2.2681553,2.219891436,0.136535165,85.91732275,82.742169,89.926294,4.49561734,Bus
13.381394,7.646336434,2.2165891,4.668183342,1.422541434,0.157555735,3.21642463,0.82355363,89.68998284,89.68998284,89.68998284,0.36932486,Walking
9.633293225,9.62275576,9.658858295,0.22758569,0.34234267,0.5483428,0.97962987,0.2517336,89.76311448,89.76311448,89.76311448,0.57993,Bus
11.611124,3.74979832,3.71315838,8.3166253,1.936118444,0.229921935,3.98675433,1.98788827,89.7696417,89.7696417,89.7696417,,Walking
9.69527139,9.6724912,9.711963578,0.8552721,0.248492,0.1727788,0.2992616,0.667828,77.57932726,75.76195267,79.3967186,2.5715583,Still
9.8455612,7.45616612,11.897253,0.955482121,0.61573278,0.61573278,0.61573278,0.11841266,82.56798537,82.56798537,82.56798537,3.16685498,Bus
9.879173491,9.64484697,1.63123426,0.24189871,0.25123326,0.4181716,0.74893196,0.1995572,89.7828566,89.7828566,89.7828566,,Bus
1.2661534,9.46449445,1.865588,0.4767182,0.22238762,0.6119479,0.417499,0.1555875,89.2936915,89.2936915,89.2936915,,Train
9.64747279,9.384914463,9.86565958,0.127493436,0.7948915,0.371758,0.145866,0.311839,88.1965926,88.1965926,88.1965926,1.749127283,Train
1.75558343,5.31318171,14.556163,3.2949932,0.63744974,0.297449711,1.61559968,0.356797849,8.9174785,8.9174785,8.9174785,,Walking
9.692121196,9.37572919,1.35922,0.18448622,0.52182742,0.4665763,0.5871534,0.416433,,,,,Train
1.2164161,1.19282884,1.23358546,0.12137816,0.11893885,0.221151,0.3672348,0.7794449,74.237831,74.237831,74.237831,1.85337429,Still
11.84459,5.797314499,18.53177633,4.21713982,2.5959246,2.5959246,2.5959246,0.835271778,,,,,Walking
9.819993847,9.7773854,9.861436367,0.17451,0.173136,,0.3985855,0.86892,,,,,Still
9.7767824,9.75272535,9.854836318,0.49865417,0.5186675,0.5585571,0.3265241,0.6648591,85.91178178,85.91178178,85.91178178,1.8734481,Car
9.855868425,9.165269345,11.52367581,0.55241251,0.28616642,0.488162,0.41771249,0.7383313,,,,,Car
9.679611114,9.54631518,9.835642,0.73583652,0.7329677,0.242666,0.16785486,0.3822284,89.66232756,89.66232756,89.66232756,,Train
11.21537765,3.192439743,27.3759888,4.65223334,3.12875572,1.933141341,4.46796912,1.23888699,73.82984243,65.95958488,81.79998,11.1322497,Walking
